Number of ports,Number of nets,Number of cells,Number of combinational cells,Number of sequential cells,Number of macros/black boxes,Number of buf/inv,Number of references,Combinational area,Buf/Inv area,Noncombinational area,Macro/Black Box area,Total cell area,Cell Internal Power (mW),Net Switching Power (mW),Total Dynamic Power (mW),Cell Leakage Power (mW),IO_Pad Internal Power,IO_Pad Switching Power,IO_Pad Leakage Power,IO_Pad Total Power,Memory Internal Power,Memory Switching Power,Memory Leakage Power,Memory Total Power,Black_Box Internal Power,Black_Box Switching Power,Black_Box Leakage Power,Black_Box Total Power,Clock_Network Internal Power,Clock_Network Switching Power,Clock_Network Leakage Power,Clock_Network Total Power,Register Internal Power,Register Switching Power,Register Leakage Power,Register Total Power,Sequential Internal Power,Sequential Switching Power,Sequential Leakage Power,Sequential Total Power,Combinational Internal Power,Combinational Switching Power,Combinational Leakage Power,Combinational Total Power,Total Internal Power,Total Switching Power,Total Leakage Power,Total Total Power,Label,Circuit
64,2455,2423,0,2423,0,0,8,0,0,0,0,0,0,109.0673,109.0673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0652,0,109.0652,0,109.0652,0,109.0652,'Trojan Infected','C6288-T098'
64,2456,2424,0,2424,0,0,7,0,0,0,0,0,0,109.1662,109.1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1641,0,109.1641,0,109.1641,0,109.1641,'Trojan Infected','C6288-T099'
64,2463,2431,0,2431,0,0,7,0,0,0,0,0,0,109.5199,109.5199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.5178,0,109.5178,0,109.5178,0,109.5178,'Trojan Infected','C6288-T200'
64,2461,2429,0,2429,0,0,10,0,0,0,0,0,0,109.4019,109.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.3997,0,109.3997,0,109.3997,0,109.3997,'Trojan Infected','C6288-T201'
64,2463,2431,0,2431,0,0,11,0,0,0,0,0,0,109.6074,109.6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.6053,0,109.6053,0,109.6053,0,109.6053,'Trojan Infected','C6288-T202'
64,2462,2430,0,2430,0,0,10,0,0,0,0,0,0,109.5641,109.5641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.562,0,109.562,0,109.562,0,109.562,'Trojan Infected','C6288-T203'
64,2470,2438,0,2438,0,0,9,0,0,0,0,0,0,109.7348,109.7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.7327,0,109.7327,0,109.7327,0,109.7327,'Trojan Infected','C6288-T204'
64,2460,2428,0,2428,0,0,8,0,0,0,0,0,0,109.4598,109.4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4577,0,109.4577,0,109.4577,0,109.4577,'Trojan Infected','C6288-T205'
64,2461,2429,0,2429,0,0,7,0,0,0,0,0,0,109.4756,109.4756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4734,0,109.4734,0,109.4734,0,109.4734,'Trojan Infected','C6288-T206'
64,2462,2430,0,2430,0,0,8,0,0,0,0,0,0,109.4384,109.4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4363,0,109.4363,0,109.4363,0,109.4363,'Trojan Infected','C6288-T207'
64,2462,2430,0,2430,0,0,10,0,0,0,0,0,0,109.5656,109.5656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.5635,0,109.5635,0,109.5635,0,109.5635,'Trojan Infected','C6288-T208'
64,2463,2431,0,2431,0,0,8,0,0,0,0,0,0,109.4814,109.4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.4792,0,109.4792,0,109.4792,0,109.4792,'Trojan Infected','C6288-T209'
218,2735,2248,0,2248,0,0,31,0,0,0,0,0,0,171.8676,171.8676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4982,0,171.4982,0,171.4982,0,171.4982,'Trojan Free','S13207'
218,2741,2254,0,2254,0,0,36,0,0,0,0,0,0,172.2531,172.2531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8838,0,171.8838,0,171.8838,0,171.8838,'Trojan Infected','S13207-T000'
218,2742,2255,0,2255,0,0,35,0,0,0,0,0,0,172.3245,172.3245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9552,0,171.9552,0,171.9552,0,171.9552,'Trojan Infected','S13207-T001'
218,2740,2253,0,2253,0,0,35,0,0,0,0,0,0,172.2605,172.2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8911,0,171.8911,0,171.8911,0,171.8911,'Trojan Infected','S13207-T002'
218,2742,2255,0,2255,0,0,36,0,0,0,0,0,0,172.2683,172.2683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.899,0,171.899,0,171.899,0,171.899,'Trojan Infected','S13207-T003'
218,2742,2255,0,2255,0,0,34,0,0,0,0,0,0,172.3149,172.3149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9455,0,171.9455,0,171.9455,0,171.9455,'Trojan Infected','S13207-T004'
218,2742,2255,0,2255,0,0,36,0,0,0,0,0,0,172.2666,172.2666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8972,0,171.8972,0,171.8972,0,171.8972,'Trojan Infected','S13207-T005'
218,2741,2254,0,2254,0,0,35,0,0,0,0,0,0,172.2914,172.2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.922,0,171.922,0,171.922,0,171.922,'Trojan Infected','S13207-T006'
218,2745,2258,0,2258,0,0,36,0,0,0,0,0,0,172.3445,172.3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9752,0,171.9752,0,171.9752,0,171.9752,'Trojan Infected','S13207-T007'
218,2742,2255,0,2255,0,0,35,0,0,0,0,0,0,172.2537,172.2537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8844,0,171.8844,0,171.8844,0,171.8844,'Trojan Infected','S13207-T008'
218,2742,2255,0,2255,0,0,35,0,0,0,0,0,0,172.324,172.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9546,0,171.9546,0,171.9546,0,171.9546,'Trojan Infected','S13207-T009'
218,2742,2255,0,2255,0,0,37,0,0,0,0,0,0,172.2733,172.2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.904,0,171.904,0,171.904,0,171.904,'Trojan Infected','S13207-T010'
218,2741,2254,0,2254,0,0,34,0,0,0,0,0,0,172.2486,172.2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8792,0,171.8792,0,171.8792,0,171.8792,'Trojan Infected','S13207-T011'
218,2741,2254,0,2254,0,0,34,0,0,0,0,0,0,172.2154,172.2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8461,0,171.8461,0,171.8461,0,171.8461,'Trojan Infected','S13207-T012'
218,2746,2259,0,2259,0,0,34,0,0,0,0,0,0,172.3765,172.3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0071,0,172.0071,0,172.0071,0,172.0071,'Trojan Infected','S13207-T013'
218,2741,2254,0,2254,0,0,35,0,0,0,0,0,0,172.2539,172.2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8845,0,171.8845,0,171.8845,0,171.8845,'Trojan Infected','S13207-T014'
218,2741,2254,0,2254,0,0,35,0,0,0,0,0,0,172.2581,172.2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8888,0,171.8888,0,171.8888,0,171.8888,'Trojan Infected','S13207-T015'
218,2741,2254,0,2254,0,0,35,0,0,0,0,0,0,172.3362,172.3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9669,0,171.9669,0,171.9669,0,171.9669,'Trojan Infected','S13207-T016'
218,2742,2255,0,2255,0,0,36,0,0,0,0,0,0,172.2755,172.2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9061,0,171.9061,0,171.9061,0,171.9061,'Trojan Infected','S13207-T017'
218,2741,2254,0,2254,0,0,34,0,0,0,0,0,0,172.4126,172.4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0433,0,172.0433,0,172.0433,0,172.0433,'Trojan Infected','S13207-T018'
218,2740,2253,0,2253,0,0,34,0,0,0,0,0,0,172.1973,172.1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.8279,0,171.8279,0,171.8279,0,171.8279,'Trojan Infected','S13207-T019'
218,2747,2260,0,2260,0,0,36,0,0,0,0,0,0,172.621,172.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2516,0,172.2516,0,172.2516,0,172.2516,'Trojan Infected','S13207-T200'
218,2751,2264,0,2264,0,0,37,0,0,0,0,0,0,172.8881,172.8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5187,0,172.5187,0,172.5187,0,172.5187,'Trojan Infected','S13207-T201'
218,2748,2261,0,2261,0,0,38,0,0,0,0,0,0,172.6465,172.6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2772,0,172.2772,0,172.2772,0,172.2772,'Trojan Infected','S13207-T202'
218,2747,2260,0,2260,0,0,36,0,0,0,0,0,0,172.7777,172.7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4084,0,172.4084,0,172.4084,0,172.4084,'Trojan Infected','S13207-T203'
218,2748,2261,0,2261,0,0,37,0,0,0,0,0,0,172.8386,172.8386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4692,0,172.4692,0,172.4692,0,172.4692,'Trojan Infected','S13207-T204'
218,2752,2265,0,2265,0,0,35,0,0,0,0,0,0,172.8526,172.8526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4833,0,172.4833,0,172.4833,0,172.4833,'Trojan Infected','S13207-T205'
218,2746,2259,0,2259,0,0,37,0,0,0,0,0,0,172.6356,172.6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2662,0,172.2662,0,172.2662,0,172.2662,'Trojan Infected','S13207-T206'
218,2752,2265,0,2265,0,0,37,0,0,0,0,0,0,172.8762,172.8762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5068,0,172.5068,0,172.5068,0,172.5068,'Trojan Infected','S13207-T207'
218,2748,2261,0,2261,0,0,37,0,0,0,0,0,0,172.6162,172.6162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2468,0,172.2468,0,172.2468,0,172.2468,'Trojan Infected','S13207-T208'
218,2751,2264,0,2264,0,0,37,0,0,0,0,0,0,172.8589,172.8589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4895,0,172.4895,0,172.4895,0,172.4895,'Trojan Infected','S13207-T209'
218,2751,2264,0,2264,0,0,35,0,0,0,0,0,0,172.8725,172.8725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.5031,0,172.5031,0,172.5031,0,172.5031,'Trojan Infected','S13207-T210'
218,2748,2261,0,2261,0,0,36,0,0,0,0,0,0,172.7934,172.7934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.424,0,172.424,0,172.424,0,172.424,'Trojan Infected','S13207-T211'
218,2745,2258,0,2258,0,0,35,0,0,0,0,0,0,172.4829,172.4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.1135,0,172.1135,0,172.1135,0,172.1135,'Trojan Infected','S13207-T212'
218,2746,2259,0,2259,0,0,36,0,0,0,0,0,0,172.6536,172.6536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2843,0,172.2843,0,172.2843,0,172.2843,'Trojan Infected','S13207-T213'
218,2750,2263,0,2263,0,0,39,0,0,0,0,0,0,172.8668,172.8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.4974,0,172.4974,0,172.4974,0,172.4974,'Trojan Infected','S13207-T214'
218,2748,2261,0,2261,0,0,37,0,0,0,0,0,0,172.6555,172.6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2861,0,172.2861,0,172.2861,0,172.2861,'Trojan Infected','S13207-T215'
218,2745,2258,0,2258,0,0,35,0,0,0,0,0,0,172.6358,172.6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.2664,0,172.2664,0,172.2664,0,172.2664,'Trojan Infected','S13207-T216'
218,2746,2259,0,2259,0,0,37,0,0,0,0,0,0,172.6991,172.6991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.3298,0,172.3298,0,172.3298,0,172.3298,'Trojan Infected','S13207-T217'
218,2749,2262,0,2262,0,0,36,0,0,0,0,0,0,172.9564,172.9564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.587,0,172.587,0,172.587,0,172.587,'Trojan Infected','S13207-T218'
218,2748,2261,0,2261,0,0,37,0,0,0,0,0,0,172.6903,172.6903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.3209,0,172.3209,0,172.3209,0,172.3209,'Trojan Infected','S13207-T219'
26,563,479,0,479,0,0,17,0,0,0,0,0,0,28.6954,28.6954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6954,0,28.6954,0,28.6954,0,28.6954,'Trojan Free','S1423'
26,568,484,0,484,0,0,21,0,0,0,0,0,0,29.0351,29.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0351,0,29.0351,0,29.0351,0,29.0351,'Trojan Infected','S1423-T000'
26,570,486,0,486,0,0,23,0,0,0,0,0,0,29.0794,29.0794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0794,0,29.0794,0,29.0794,0,29.0794,'Trojan Infected','S1423-T001'
26,572,488,0,488,0,0,22,0,0,0,0,0,0,29.1845,29.1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1845,0,29.1845,0,29.1845,0,29.1845,'Trojan Infected','S1423-T002'
26,570,486,0,486,0,0,22,0,0,0,0,0,0,29.1764,29.1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1764,0,29.1764,0,29.1764,0,29.1764,'Trojan Infected','S1423-T003'
26,568,484,0,484,0,0,20,0,0,0,0,0,0,29.0551,29.0551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0551,0,29.0551,0,29.0551,0,29.0551,'Trojan Infected','S1423-T004'
26,568,484,0,484,0,0,22,0,0,0,0,0,0,28.9688,28.9688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9688,0,28.9688,0,28.9688,0,28.9688,'Trojan Infected','S1423-T005'
26,569,485,0,485,0,0,21,0,0,0,0,0,0,29.086,29.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0859,0,29.0859,0,29.0859,0,29.0859,'Trojan Infected','S1423-T006'
26,572,488,0,488,0,0,23,0,0,0,0,0,0,29.2424,29.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2424,0,29.2424,0,29.2424,0,29.2424,'Trojan Infected','S1423-T007'
26,570,486,0,486,0,0,24,0,0,0,0,0,0,29.165,29.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.165,0,29.165,0,29.165,0,29.165,'Trojan Infected','S1423-T008'
26,567,483,0,483,0,0,21,0,0,0,0,0,0,29.0146,29.0146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0146,0,29.0146,0,29.0146,0,29.0146,'Trojan Infected','S1423-T009'
26,567,483,0,483,0,0,21,0,0,0,0,0,0,28.9176,28.9176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9176,0,28.9176,0,28.9176,0,28.9176,'Trojan Infected','S1423-T010'
26,569,485,0,485,0,0,21,0,0,0,0,0,0,29.0703,29.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0703,0,29.0703,0,29.0703,0,29.0703,'Trojan Infected','S1423-T011'
26,570,486,0,486,0,0,22,0,0,0,0,0,0,29.0872,29.0872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0872,0,29.0872,0,29.0872,0,29.0872,'Trojan Infected','S1423-T012'
26,567,483,0,483,0,0,20,0,0,0,0,0,0,28.9412,28.9412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9412,0,28.9412,0,28.9412,0,28.9412,'Trojan Infected','S1423-T013'
26,568,484,0,484,0,0,21,0,0,0,0,0,0,29.0366,29.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0366,0,29.0366,0,29.0366,0,29.0366,'Trojan Infected','S1423-T014'
26,570,486,0,486,0,0,23,0,0,0,0,0,0,29.1354,29.1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1354,0,29.1354,0,29.1354,0,29.1354,'Trojan Infected','S1423-T015'
26,569,485,0,485,0,0,22,0,0,0,0,0,0,29.0695,29.0695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0695,0,29.0695,0,29.0695,0,29.0695,'Trojan Infected','S1423-T016'
26,571,487,0,487,0,0,24,0,0,0,0,0,0,29.1374,29.1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1374,0,29.1374,0,29.1374,0,29.1374,'Trojan Infected','S1423-T017'
26,570,486,0,486,0,0,23,0,0,0,0,0,0,29.1807,29.1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1807,0,29.1807,0,29.1807,0,29.1807,'Trojan Infected','S1423-T018'
26,568,484,0,484,0,0,21,0,0,0,0,0,0,29.0455,29.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0455,0,29.0455,0,29.0455,0,29.0455,'Trojan Infected','S1423-T019'
26,573,489,0,489,0,0,25,0,0,0,0,0,0,29.3738,29.3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3738,0,29.3738,0,29.3738,0,29.3738,'Trojan Infected','S1423-T200'
26,578,494,0,494,0,0,25,0,0,0,0,0,0,29.6525,29.6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6525,0,29.6525,0,29.6525,0,29.6525,'Trojan Infected','S1423-T201'
26,575,491,0,491,0,0,25,0,0,0,0,0,0,29.5139,29.5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5139,0,29.5139,0,29.5139,0,29.5139,'Trojan Infected','S1423-T202'
26,573,489,0,489,0,0,24,0,0,0,0,0,0,29.3859,29.3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3859,0,29.3859,0,29.3859,0,29.3859,'Trojan Infected','S1423-T203'
26,579,495,0,495,0,0,26,0,0,0,0,0,0,29.7134,29.7134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7134,0,29.7134,0,29.7134,0,29.7134,'Trojan Infected','S1423-T204'
26,574,490,0,490,0,0,23,0,0,0,0,0,0,29.3565,29.3565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3565,0,29.3565,0,29.3565,0,29.3565,'Trojan Infected','S1423-T205'
26,578,494,0,494,0,0,25,0,0,0,0,0,0,29.5402,29.5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5402,0,29.5402,0,29.5402,0,29.5402,'Trojan Infected','S1423-T206'
26,576,492,0,492,0,0,25,0,0,0,0,0,0,29.5435,29.5435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5434,0,29.5434,0,29.5434,0,29.5434,'Trojan Infected','S1423-T207'
26,577,493,0,493,0,0,27,0,0,0,0,0,0,29.7065,29.7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.7065,0,29.7065,0,29.7065,0,29.7065,'Trojan Infected','S1423-T208'
26,572,488,0,488,0,0,24,0,0,0,0,0,0,29.3918,29.3918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3918,0,29.3918,0,29.3918,0,29.3918,'Trojan Infected','S1423-T209'
26,572,488,0,488,0,0,21,0,0,0,0,0,0,29.1918,29.1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1917,0,29.1917,0,29.1917,0,29.1917,'Trojan Infected','S1423-T210'
26,572,488,0,488,0,0,23,0,0,0,0,0,0,29.2403,29.2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2402,0,29.2402,0,29.2402,0,29.2402,'Trojan Infected','S1423-T211'
26,574,490,0,490,0,0,24,0,0,0,0,0,0,29.3712,29.3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3712,0,29.3712,0,29.3712,0,29.3712,'Trojan Infected','S1423-T212'
26,575,491,0,491,0,0,24,0,0,0,0,0,0,29.5864,29.5864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5864,0,29.5864,0,29.5864,0,29.5864,'Trojan Infected','S1423-T213'
26,577,493,0,493,0,0,25,0,0,0,0,0,0,29.5526,29.5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5526,0,29.5526,0,29.5526,0,29.5526,'Trojan Infected','S1423-T214'
26,575,491,0,491,0,0,26,0,0,0,0,0,0,29.3981,29.3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3981,0,29.3981,0,29.3981,0,29.3981,'Trojan Infected','S1423-T215'
26,575,491,0,491,0,0,23,0,0,0,0,0,0,29.4487,29.4487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4487,0,29.4487,0,29.4487,0,29.4487,'Trojan Infected','S1423-T216'
26,575,491,0,491,0,0,24,0,0,0,0,0,0,29.3924,29.3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3924,0,29.3924,0,29.3924,0,29.3924,'Trojan Infected','S1423-T217'
26,576,492,0,492,0,0,23,0,0,0,0,0,0,29.3987,29.3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3987,0,29.3987,0,29.3987,0,29.3987,'Trojan Infected','S1423-T218'
26,573,489,0,489,0,0,25,0,0,0,0,0,0,29.3746,29.3746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3745,0,29.3745,0,29.3745,0,29.3745,'Trojan Infected','S1423-T219'
249,2407,2157,0,2157,0,0,36,0,0,0,0,0,0,179.3763,179.3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.3625,0,179.3625,0,179.3625,0,179.3625,'Trojan Free','S15850'
249,2434,2184,0,2184,0,0,39,0,0,0,0,0,0,180.778,180.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.764,0,180.764,0,180.764,0,180.764,'Trojan Infected','S15850-T100'
557,6387,5426,0,5426,0,0,12,0,0,0,0,0,0,695.2028,695.2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.2219,0,695.2219,0,695.2219,0,695.2219,'Trojan Free','S35932'
557,6402,5442,0,5442,0,0,16,0,0,0,0,0,0,695.8289,695.8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.8337,0,695.8337,0,695.8337,0,695.8337,'Trojan Infected','S35932-T100'
557,6398,5438,0,5438,0,0,14,0,0,0,0,0,0,695.9572,695.9572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695.9634,0,695.9634,0,695.9634,0,695.9634,'Trojan Infected','S35932-T200'
557,6422,5462,0,5462,0,0,16,0,0,0,0,0,0,696.454,696.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696.4602,0,696.4602,0,696.4602,0,696.4602,'Trojan Infected','S35932-T300'
